Gene	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
DUSP2	13.2983	139.275	32.3402	4083.94	318.017	2005.43	2312.35	2300.26	319.738	4596.06	494.213	307.917	404.895	490.424	567.664	261.495	292.319	536.691	39.9044	758.67	1013.32	88.769
EAF2	3181.18	2020.34	4989.76	219.018	240.986	138.142	265.175	197.165	208.077	181.162	198.017	184.102	683.962	281.012	284.13	281.422	230.817	468.074	401.726	399.882	742.534	240.854
EBI3	10.5027	16.9365	8.89776	12.214	15.0571	11.5325	119.099	11.6348	164.025	8.36817	10.0143	16.8555	12.4947	13.1884	20437.7	311.206	16.8168	6496.24	8.95988	134.974	9.4973	11.626
EFNA5	5.42766	9.11702	8.93307	12.032	116.925	24.2995	13.9593	76.6587	240.342	77.7319	29.8522	43.7964	16.8739	14.6807	64.2662	56.8071	19.848	35.5319	59.9418	12.0728	81.9448	38.5877
EGR2	122.34	98.2432	54.4716	35.3958	35.2447	36.2384	2100.11	1667.33	131.119	151.242	155.235	1331.91	466.593	3919.37	23.0875	2175.76	4531.29	1121.59	293.456	1906.73	1430.72	198.075
ELANE	11.0473	8.90855	9.32863	103.486	12.7306	12.4368	6.90617	9.85722	16.196	18.5045	734.299	167.922	28.9634	15.086	103.353	206.316	12.6893	13.0175	4503.04	4464.67	119.938	31.8788
EMR1	499.011	383.061	194.387	195.896	428.065	312.812	400.218	182.939	335.835	447.967	348.079	188.521	1815.51	203.312	3528.21	404.394	178.678	237.421	287.379	248.173	16330.7	1253.61
EMR2	145.977	106.054	67.1749	43.0595	56.1857	83.2635	72.5369	21.2498	96.2723	165.095	174.229	87.4389	1319.42	1045.04	1516.79	363.816	863.002	357.602	829.241	1558.48	3871.76	3956.25
EMR3	55.17	124.342	135.326	104.17	89.373	63.1996	89.5376	139.759	112.602	136.763	63.8691	64.877	379.624	38.8751	13.536	5.69071	17.831	19.3154	185.983	322.169	4792.73	3015.99
EPB41	21.9842	67.0092	15.2096	235.335	12.2936	385.63	240.814	89.9421	45.4788	9.63975	104.951	97.8029	25.1046	51.9155	7.16549	25.5569	17.9134	73.2098	9.70802	7.15572	104.632	16.4749
EPHA1	47.0294	46.7689	52.0337	400.048	763.401	292.884	35.77	57.8834	43.9325	61.8302	155.783	99.2117	63.8017	58.1182	45.6196	38.9035	60.8482	58.6476	39.1638	38.6947	56.7356	71.4206
EPN2	46.9083	42.2168	109.433	31.5083	64.622	96.2039	50.1184	55.4116	17.8489	62.3642	31.9766	27.9771	32.4359	32.224	30.7411	22.4813	59.1379	31.5687	43.9734	70.258	554.806	51.2611
ETS1	988.873	792.252	410.317	613.494	287.828	1902.19	1261.52	701.542	1031.18	99.6659	759.719	696.267	85.6693	96.6299	130.12	75.4039	120.622	115.702	147.13	156.3	230.763	243.613
ETV3	37.9866	36.8462	103.095	49.0845	20.6487	455.212	21.4843	32.1556	21.6189	14.3074	33.2072	38.0091	40.9568	24.4719	90.3441	33.7686	40.5255	2091.7	17.8303	22.5003	60.8204	40.7559
FAIM3	11191.4	8362.29	254.09	5723.98	8841	5134.62	1145.36	7380.97	4680.73	1866.75	2548.9	478.42	117.871	315.018	53.6976	157.413	147.283	49.0803	58.6842	45.1533	488.447	735.035
FAM124B	21.6702	15.408	18.9211	14.0482	17.1807	20.5009	16.2678	16.0693	13.1806	10.7587	20.0256	18.1886	29.1595	19.3314	9.12936	22.7915	16.6157	11.2646	473.094	126.878	96.5507	19.7298
FAM174B	117.723	92.4672	82.2939	94.1694	137.02	104.088	92.9093	163.115	160.617	69.867	40.336	37.7774	39.8505	53.4051	57.8488	68.5956	42.7977	40.8711	866.81	390.25	73.7899	103.005
FAM198B	9.80066	16.4389	9.14084	4.52689	30.5335	8.4517	5.59882	13.6314	20.5824	54.2764	23.7611	10.2743	515.249	519.512	36.6359	398.226	563.731	45.5332	34.9097	48.3578	58.1632	8.88468
FAM212B	49.9701	48.4461	115.153	23.0098	12.5553	25.2363	70.721	17.6048	98.4512	31.9559	13.7851	20.4848	95.8727	44.3949	15.8193	15.4527	19.3099	12.5008	52.8264	87.806	113.711	569.935
FAM65B	4719.7	5267.74	237.588	3376.09	4454.49	2808.16	256.538	665.208	910.888	2376.66	1586.72	696.531	2428.86	92.8294	193.027	86.8789	136.208	126.286	187.47	170.825	2755.05	8329.2
FASLG	342.839	274.609	188.938	169.217	144.079	140.849	478.987	126.742	171.495	600.258	1537.72	2218.05	108.383	101.15	80.5095	85.7826	70.6496	101.067	128.363	147.268	115.707	250.193
FBXL8	7.71364	3.51511	15.0571	91.1931	53.4748	313.059	66.2887	53.2819	99.5626	47.4255	12.8134	32.6085	43.1056	14.5009	148.232	114.735	67.3626	55.6468	7.76589	6.31855	4.60119	8.57674
FCER1A	106.135	80.9999	88.8159	111.301	70.3334	129.667	64.1151	29.854	73.2325	286.901	168.922	98.1886	622.212	45.6574	56.5487	801.887	2215.37	88.2912	4443.12	4222.61	2525.84	106.898
FCER2	990.308	210.191	26.3739	8.62614	19.3767	10.1479	17.8502	10.3773	30.9749	9.77286	12.5543	13.3681	12.6653	212.752	10.5262	352.928	1104.17	98.2553	13.5398	16.264	31.5291	11.2508
FCGR2B	3389.86	4533.91	2656.04	65.9731	8.2558	30.6985	59.9213	108.558	127.11	121.012	119.945	181.482	287.639	991.968	311.315	1548.94	1529.23	137.204	626.959	1610.4	645.928	1302.13
FCGR3B	434.688	191.942	121.109	178.199	61.4675	133.745	106.498	64.1151	203.851	446.245	494.756	369.661	402.446	256.316	154.082	155.672	158.62	125.098	290.472	123.615	321.047	27547
FCN1	160.549	92.9112	109.931	130.075	144.588	98.7177	63.3727	116.598	122.271	5094.71	465.234	121.809	29800.4	1401.08	306.83	593.096	121.719	120.963	483.48	562.678	168.357	5370.36
FCRL2	4384.74	3466.95	714.637	73.7221	34.1749	55.7795	79.2418	46.9083	24.5345	157.279	54.326	49.0146	47.6563	36.1914	30.9494	17.759	61.1491	38.4073	42.548	30.8697	82.3399	116.184
FES	8.54443	8.67601	10.3439	9.52016	8.03205	6.02497	7.84308	7.26231	8.50406	97.099	211.839	258.842	826.541	41.6577	20.9422	982.2	345.416	10.721	121.959	76.8995	389.55	534.583
FFAR2	12.8385	15.5438	20.1569	11.7758	11.9287	15.8936	16.9426	14.982	28.2729	24.4582	73.9662	13.4413	101.059	31.0121	454.551	87.8165	17.7417	16.5197	76.3395	89.3668	1048.09	4025.76
FLJ13197	129.512	51.641	16.1112	167.32	260.392	110.117	19.8911	41.7629	30.507	30.2589	147.068	36.9511	15.2481	7.57508	15.1958	10.8868	10.0918	8.54957	22.4014	16.5433	76.458	11.6552
FLT3LG	26.2285	56.3356	33.2373	1267.03	2489.21	1471.27	234.492	309.77	644.613	222.022	226.785	367.405	69.2784	18.8623	18.1886	60.3706	18.3306	62.7505	22.8759	47.4892	156.402	26.3581
FLVCR2	69.1805	86.5948	45.3511	83.3738	90.1472	145.872	242.019	256.923	217.178	144.811	140.253	88.3406	566.971	1142.35	1989.42	951.223	2317.02	1056.89	266.923	198.763	75.8073	108.461
FOSB	200.009	243.408	2911.32	41.6529	401.558	59.709	32.1556	5833.25	24.9941	37.5395	32.2286	31.7526	3422.45	29.34	23.1704	22.4974	28.8254	45.8308	92.8253	644.559	7325.61	80.1513
FOXP3	135.978	93.5353	41.2464	65.1469	129.512	190.192	478.811	146.841	2001.92	103.972	31.9856	56.5795	76.153	62.1655	171.731	63.7902	63.2784	64.0282	69.4972	23.2725	140.802	164.674
FPR1	361.321	387.264	343.922	210.203	161.981	240.308	161.244	248.213	222.463	911.948	397.264	303.367	9800.63	880.921	801.887	408.542	281.071	222.401	660.859	716.995	3809.53	27644.6
FPR2	227.451	162.919	101.107	54.9175	60.7802	57.0075	24.3175	56.4475	97.9308	168.839	88.1554	69.0404	964.242	182.316	274.937	95.4386	62.8025	48.599	195.167	344.417	150.792	3797.4
FPR3	325.667	243.661	84.1611	105.808	97.2988	116.598	99.9869	128.484	153.046	196.938	112.658	94.7004	203.421	3004.45	608.269	2357.54	5751.15	4194.21	200.084	328.05	211.115	277.415
FRK	138.305	125.363	59.6049	26.3894	11.2494	5.6391	6.17151	3.21067	6.58822	57.5707	3.65544	6.69447	7.43265	10.8845	3.76299	3.12985	13.4213	18.0569	2.43462	5.77539	6.41697	61.1683
FRMD4A	57.8175	73.558	17.1807	49.3192	24.038	71.8946	48.3346	211.246	38.9861	23.1544	46.142	43.2176	52.7403	161.857	256.173	1094.1	229.183	57.2785	43.9561	57.9116	76.0925	21.6206
FRMD8	197.373	150.74	80.2008	28.9702	14.6144	141.124	249.296	228.187	1019.52	70.749	249.182	162.813	247.252	125.823	271.948	170.773	241.425	290.692	31.1453	134.486	132.153	172.263
FZD2	40.2031	10.7668	25.2027	13.8698	23.7493	6.48248	10.8993	9.46357	14.5466	68.1781	21.5223	11.6108	455.291	98.0242	409.555	777.419	831.752	236.35	210.018	171.535	40.4722	16.4005
FZD3	121.567	138.351	181.163	50.2652	96.6204	39.0416	136.543	449.179	63.606	59.0092	29.435	38.8277	39.7084	31.3368	32.6324	195.351	77.8823	24.3065	58.8458	68.2353	28.0035	73.0087
GAL3ST4	69.5471	72.9335	48.6791	335.593	942.319	238.012	123.377	256.268	169.489	50.3054	35.6643	36.4152	44.099	84.2154	40.45	141.066	141.234	57.3637	198.806	98.7998	310.53	77.3711
GALR1	2.66155	4.34894	5.90308	3.90816	41.0161	6.21204	3.84718	6.99477	4.83586	18.6354	4.22718	3.69898	4.17983	2.44242	4.89763	8.96886	2.49314	3.47511	4.22391	18.246	15.4391	6.07175
GFI1	27.6368	25.203	40.286	293.641	48.0842	132.973	700.661	561.179	587.513	337.367	508.78	394.321	19.3835	29.0337	24.667	26.6084	34.3072	53.2689	1114.64	628.843	40.2767	41.4388
GGT5	11.4982	9.10116	16.6295	12.9997	24.5394	9.26151	11.5782	10.1375	6.91213	14.8026	16.9539	13.6802	11.1302	10.6033	290.215	407.794	21.971	12.629	15.1465	52.3777	99.7	16.7924
GIPR	8.24507	8.6989	5.57083	10.9088	20.2876	5.19509	9.25105	30.9082	32.7475	67.5773	13.4536	11.7281	8.50672	7.24777	31.7304	23.6514	8.58723	11.2653	17.0608	25.509	110.913	10.0528
GNG7	768.008	1494.31	2218.05	133.551	99.4221	104.256	75.9696	63.6462	214.282	51.825	60.4533	53.0877	112.449	82.4101	94.4906	243.486	187.512	70.7912	170.252	115.351	197.772	455.413
GNLY	9.01656	14.5203	19.253	3732.54	134.919	1198.38	233.421	12.6599	24.3666	8201.57	21760.6	23235.4	19.9474	16.5774	20.4069	15.7428	22.3706	21.4504	26.1711	18.3721	24.5261	118.26
GPC4	126.69	73.4117	105.523	43.0244	59.3994	77.9564	53.7586	60.0583	60.955	92.0995	77.4858	42.5845	56.1446	1153.72	129.319	145.872	161.255	86.4733	72.2339	79.6544	31.5548	111.272
GPR1	3.12985	4.7985	2.49314	1.55928	44.3562	1.2442	0.453354	17.1548	52.0842	14.9985	17.2503	1.8637	5.24566	1.06416	0.972465	0.453354	1.02558	2.97913	37.4799	12.2788	1.86974	4.06409
GPR171	33.515	22.9822	13.875	924.372	899.285	969.237	2693.56	227.856	6933.01	4853.06	443.077	1041.13	14.6792	12.0652	25.5177	54.7942	19.2297	560.404	84.1163	46.4161	1086.27	30.6718
GPR18	3056.84	1822.01	15.2867	1037.07	1241.79	678.257	431.408	1521.53	215.753	840.841	1204.17	2025.83	109.666	23.1161	51.6149	54.635	21.8345	33.9473	52.301	39.9014	266.002	156.307
GPR183	275.835	2308.15	296.607	630.528	854.081	3012.77	2265.1	965.207	454.373	475.939	216.235	201.6	196.979	437.173	1631.8	2474.43	437.846	1945.43	303.564	795.551	5121.17	144.067
GPR19	27.0254	36.0835	78.0688	40.6125	73.332	71.8606	373.059	336.969	397.863	29.7668	42.3549	65.6553	19.812	19.6681	10.5615	11.0012	19.8629	14.7471	17.3591	16.0101	237.972	49.9868
GPR25	4.29257	29.4274	141.066	28.7191	10.7786	138.192	12.7547	21.8278	41.7436	10.9335	11.1674	21.4353	14.0459	8.49415	27.3608	14.4167	11.7623	4.70101	22.8178	15.8422	18.2639	16.9119
GPR65	507.571	490.27	162.813	1518.57	572.306	1499.93	850.212	252.28	608.446	2511.23	2138.33	2137.24	1473.16	702.029	263.745	993.554	607.492	155.075	1700.98	1507.87	8034.4	2530.2
GPR97	154.41	141.429	207.651	104.939	57.1513	138.457	94.4058	39.815	136.01	96.937	295.165	418.117	71.2639	98.3684	137.55	92.1907	119.264	138.673	261.461	460.878	4581.7	2246.98
GRAP2	12.6271	15.002	11.6348	280.923	318.911	269.222	151.96	201.267	189.811	166.772	200.764	307.256	11.8251	9.44203	15.9943	20.1279	7.97352	10.115	234.887	140.132	13.6803	10.8557
GSTT1	6.95886	12.4898	12.1145	18.6441	43.1026	14.994	14.0951	83.6809	24.6676	14.7256	15.9318	15.7695	17.312	51.0365	82.5251	520.57	634.226	64.659	349.368	391.849	40.4087	23.0021
GUSBP11	8048.07	10388	30254.1	521.336	587.566	151.265	9.07351	447.762	268.272	15.0728	311.653	98.4389	43.5151	6.40156	14.6144	286.72	9.04525	9.61115	51.7463	22.8936	371.581	277.765
GYPE	38.7182	61.4028	35.6715	26.8793	8.00852	3.69898	4.83349	6.90617	75.9898	61.8922	15.9061	24.753	6.62773	7.19408	7.07164	13.0927	5.36962	8.38658	9.23576	3.74516	8.02246	14.2367
GZMA	204.958	217.19	91.8514	6301.84	440.953	4034.52	1173.96	130.741	318.189	14188.1	13660.5	22380.3	132.043	95.3771	109.708	68.039	93.2939	128.698	50.0748	68.2701	150.589	334.87
GZMB	102.255	68.3223	62.7152	2080.7	85.3613	58.9178	21960.8	64.0354	53.6488	6018.58	15276.9	23235.4	61.7192	136.873	159.297	111.028	30.6782	82.1756	947.077	5600.55	226.971	154.331
GZMH	21.3585	33.9574	41.2464	8555.82	198.934	630.775	896.712	26.3039	79.312	10428.4	11889	7419.83	36.9009	24.8222	15.8936	14.8817	17.7589	26.3463	17.9815	19.6138	52.4825	41.8579
GZMK	184.04	278.181	100.815	8814.39	1423.66	3724.33	187.718	119.848	51.8529	15903.7	1967.19	233.675	67.1375	69.5417	107.072	24.667	79.4561	81.9891	38.1976	76.1424	151.247	421.212
GZMM	6.30541	16.4553	12.3064	1048.99	1215.53	884.013	529.133	1030.22	644.043	893.777	3771.29	2616.39	13.2063	17.499	29.3809	10.3328	10.3094	20.7508	10.5055	31.9997	137.532	65.8267
HAL	380.232	308.503	108.909	84.1753	61.6043	75.4818	78.6338	548.121	79.7409	191.5	99.6015	96.1228	877.179	102.784	90.9599	76.2402	74.7763	54.1152	130.318	91.46	192.072	3105.1
HCK	273.571	489.344	130.583	106.457	107.285	80.3178	81.7989	43.7686	75.0884	737.406	391.703	184.166	7368	3576.18	8146.59	4811.76	4370.59	3772.37	616.141	834.929	3730.86	7443.16
HDC	147.974	177.845	310.116	123.86	18.2423	118.96	82.7124	23.2227	91.9121	90.3347	200.35	150.808	129.552	114.261	200.981	172.289	149.372	109.819	9299.38	9389.5	1119.9	150.614
HESX1	6.86944	5.81023	9.07351	7.04699	8.1724	5.97155	7.37046	8.3697	37.8486	7.64453	8.44048	9.19568	8.36508	7.28572	2324.3	100.313	12.0633	1074.5	6.47249	11.3663	10.3967	7.28393
HHEX	4489.49	2773.84	93.4259	139.035	83.4136	105.021	88.6181	78.8932	55.9092	263.625	245.894	202.846	1914.14	489.308	66.5054	566.325	929.302	94.4388	1317.4	636.739	999.365	946.264
HIC1	5.09235	4.09358	6.79532	8.15993	18.7964	5.97155	7.05796	6.63364	88.0877	11.4497	15.6835	41.8225	7.01782	6.43252	12.5778	6.22385	7.58978	12.1557	8.93759	8.05288	12.8293	7.47661
HIST1H2AE	35.2672	21.8243	277.716	29.913	30.3455	45.6482	11.2494	110.49	64.89	15.8535	14.8482	6.19852	8.28188	6.63361	6.33289	9.27233	17.8976	41.3434	16.9379	29.3602	79.2938	22.1167
HIST1H2BG	17.4432	42.3046	689.646	78.316	138.884	190.055	52.4803	182.147	117.012	72.047	68.3761	11.2141	23.3924	11.4935	10.1375	8.73735	38.3659	137.827	49.4525	29.775	62.6338	45.1935
HK3	12.9436	9.44765	13.2983	21.8141	25.3747	12.8152	21.8936	15.3669	19.8101	140.697	222.505	32.4077	3103.14	3713.56	31.9761	159.122	1093.67	294.171	37.9134	234.231	1199.69	1255.81
HLA-DOB	6607.33	4832.78	4287.54	212.276	54.3407	47.9633	44.0007	118.267	117.053	44.1587	230.425	188.32	102.183	49.6673	1573.19	41.5765	37.2825	2006.95	63.4978	48.718	227.845	96.8865
HLA-DQA1	942.775	1379.12	161.725	173.412	122.694	106.935	167.069	89.1779	621.252	356.732	219.21	214.933	275.353	874.234	4169.72	5225.87	7712.25	6417.32	190.295	390.01	68.2344	218.21
HMGB3P30	30.9743	30.8853	36.5126	42.7999	3.54791	52.3192	40.8098	5.82286	359.741	101.607	38.72	62.1535	27.1958	39.3879	55.1036	37.551	46.9707	53.6143	36.031	16.6542	69.8987	76.9106
HNMT	61.736	55.4757	28.5473	19.6187	10.9677	11.0676	31.7107	8.99261	24.6017	79.5721	26.9129	13.5847	815.427	774.929	161.303	948.839	636.174	279.107	131.757	122.491	25.9124	29.9629
HOXA1	12.9086	10.2332	9.65674	12.8554	13.2616	6.91971	11.0473	18.8941	11.4047	14.5196	11.7673	9.61034	10.6872	12.9153	6.86944	9.89178	11.5261	8.30654	760.292	450.39	8.71383	17.6175
HPGDS	203.791	224.547	125.952	83.7211	88.1375	182.147	92.7892	56.7071	219.694	118.985	177.675	148.339	36.7527	239.785	64.877	138.674	195.445	125.123	21760.6	17743.5	256.519	219.132
HPSE	30.8024	29.5828	32.7452	55.3475	132.328	207.261	494.246	234.922	157.546	302.926	29.9724	54.8891	1285.83	61.937	841.09	894.528	27.6906	30.8414	164.699	103.899	39.2797	973.404
HRH1	206.539	165.458	161.481	75.9744	26.4823	101.149	284.819	78.2921	108.955	212.432	54.0764	42.4701	72.1746	217.659	145.283	2195.07	202.532	128.267	119.111	116.668	81.4171	227.875
HSPA6	70.6496	148.288	17.746	106.717	89.6542	21.312	20.3467	259.19	358.152	78.6991	184.838	284.032	641.214	22.4102	139.863	207.498	65.3133	20.5813	69.2307	129.025	727.068	3303.08
HTR2B	6.17151	13.1148	26.4077	22.7106	11.3104	5.82286	4.60586	9.31734	26.439	77.0354	30.9718	6.95886	13.8505	6.90054	31.8695	216.05	19.648	382.919	52.6928	4.88804	8.27587	7.44665
ICA1	191.405	115.327	209.39	134.253	149.652	289.272	160.779	2419.17	216.274	194.637	133.72	135.275	183.256	198.863	192.888	157.923	204	190.574	218.848	198.986	165.691	309.379
ICOS	6.45883	8.4073	6.14721	194.191	1018.14	786.597	1804.93	7744.02	738.97	36.4221	12.5544	22.5311	5.36245	4.48599	18.5872	5.06523	6.70281	6.15926	5.20226	5.25658	13.996	6.1991
IDO1	241.065	312.452	345.562	241.333	192.087	248.91	201.739	241.493	91.2778	183.592	667.197	671.629	269.466	338.897	26473.4	91.3679	131.573	20536.9	207.892	164.846	1389.42	527.408
IFI44L	24.5742	37.3099	52.9887	84.2622	147.437	127.386	18.3202	132.632	3323.9	492.794	302.401	311.315	307.849	12.5902	6016.73	984.73	11.0323	4019.78	81.3388	95.9882	165.206	74.9768
IFNA10	63.5112	158.422	31.2109	12.5714	14.2557	13.9975	9.37295	15.2732	155.242	10.4593	8.56565	13.1648	13.1043	10.5485	8.4859	7.99712	21.862	8.55497	31.3169	22.4462	11.354	20.7783
IFNG	233.246	168.084	137.391	249.079	107.327	142.182	6344.88	208.339	174.269	269.393	247.349	3575.24	108.149	105.054	96.3643	71.1513	75.8374	92.7857	109.183	70.3222	157.021	187.162
IGHD	10811.4	2526.48	21173.5	62.3477	125.466	26.1416	21.2038	135.569	28.3673	27.1054	32.5821	21.6874	50.4304	44.7005	97.727	106.396	78.4267	56.6384	32.6027	30.0385	257.507	79.2556
IGHE	18.1741	73.9246	4949.62	15.6329	46.8193	54.2786	23.0381	51.7474	18.5756	28.08	19.3651	15.5289	25.2919	23.5125	11.9287	16.0978	36.2382	14.9484	67.3917	25.5289	62.7863	45.893
IGHM	21960.8	14250.2	31273.7	361.738	46.9357	156.939	260.578	2116.01	593.857	226.077	162.309	134.865	127.044	32.1071	32.6772	26.5183	44.4179	41.2559	70.0258	41.6499	834.003	98.1312
IGKC	27164.5	30254.1	36524.4	3097.47	489.18	40.3629	67.8879	329.598	351.684	2059.74	324.357	121.612	318.07	78.0753	235.954	170.836	64.1869	223.334	100.706	162.917	1108.47	119.997
IGLL3P	6633.54	8962.42	42851.3	217.465	18.0093	41.5176	96.4086	50.2748	551.698	36.1928	33.4549	62.7899	70.0394	45.938	157.755	102.126	159.033	142.297	37.3651	56.0642	80.2797	83.4349
IGSF6	46.0713	70.4017	65.0179	27.0987	40.1757	48.7108	35.6445	27.9373	56.7644	137.796	100.289	74.4145	2662.14	6076.58	295.072	1626.55	3679.74	1231.56	156.33	366.635	246.694	4222.73
IL12B	105.275	89.5993	56.9721	41.9429	28.4477	59.2554	77.9172	42.0952	43.4756	84.1218	85.5832	56.9	42.4261	43.5577	513.085	18.653	73.4785	2407.55	38.0766	72.4095	68.6242	127.55
IL12RB2	13.4413	18.3382	13.0704	95.1151	33.8647	106.889	726.45	117.534	219.438	386.713	594.047	1531.02	20.5039	19.7917	14.5274	43.6477	14.0306	10.6523	39.5491	31.2744	11.6883	14.1674
IL17A	24.1098	31.6668	13.1992	7.0187	6.54773	6.56042	294.033	69.22	11.1874	18.3272	9.51161	8.08761	7.92935	7.62259	11.8435	5.79721	7.65336	8.5562	12.0683	20.2032	8.06335	39.5476
IL18R1	32.7452	56.2153	34.9008	197.574	73.2243	243.853	400.361	119.237	512.492	1022.47	829.447	1084.44	19.503	19.5417	7.98404	32.563	22.9411	21.8143	1442.75	2220.3	1494.97	516.094
IL18RAP	63.1653	45.386	22.9231	541.607	83.7597	275.231	367.96	101.484	113.069	4488.26	6172.26	5732.17	92.0218	93.7542	24.9752	38.641	88.0776	89.0952	239.274	362.477	1797.7	2653.49
IL1A	207.809	114.033	101.484	65.8237	98.0215	89.4108	147.654	52.9321	47.7084	104.001	81.8042	75.93	61.1099	627.608	90.0234	27.0475	107.468	387.972	140.51	2906.37	2009.8	204.893
IL1B	508.142	364.92	198.79	144.219	136.962	251.102	200.421	204.288	284.085	352.159	250.043	241.591	1257.18	1273.46	675.122	291.825	437.07	2781.9	3282.43	17770.6	1137.89	3099.35
IL1RL1	161.244	100.369	109.841	34.5629	19.3205	70.1295	95.8847	69.0001	60.4059	98.2789	65.3508	125.083	37.4237	98.0894	93.2607	76.1196	100.319	44.283	730.476	1305.54	971.174	102.91
IL21	346.044	299.77	161.725	59.42	21.3428	81.5844	333.191	1466.93	42.0591	87.9964	38.6803	68.039	103.572	83.5887	59.6401	42.6729	78.1234	62.5209	96.1301	60.0152	93.3864	201.098
IL26	6.12067	7.62384	26.2663	7.41092	7.90237	9.53239	273.571	116.598	20.8208	10.7375	7.69138	5.13666	3.42456	2.49113	4.33019	4.36618	4.35573	4.5319	3.03223	38.0155	4.7763	4.55767
IL2RA	151.265	216.017	79.812	85.824	87.1615	360.445	4978.13	184.438	3823.56	31.1804	42.0444	628.16	25.4112	33.9872	3963.77	146.46	44.9506	2221.9	193.265	310.005	133.808	31.2229
IL2RB	2118.46	1945.52	848.687	4000.22	818.793	2988.61	7562.49	7279.25	12662.5	10958.8	18026.4	19190.6	321.961	294.551	221.979	172.968	246.88	366.143	341.969	442.605	381.194	1044.85
IL3	20.1279	12.5855	13.8149	9.15713	9.48525	8.60384	1689.6	15.8681	37.2922	5.97639	13.5921	28.8125	11.5263	9.76241	10.0457	7.30959	9.89183	12.9434	8.37076	411.28	112.543	12.254
IL4	10.0823	28.8426	39.1214	13.1707	10.4459	10.7786	232.713	118.004	31.8695	32.6334	12.252	9.62447	8.87234	7.66457	8.67366	7.42909	9.54952	9.2842	7.28263	10.1454	52.5688	34.5858
IL4R	11009.3	1883.67	291.13	884.659	2125.33	1148.81	864.196	414.23	3102.32	913.588	851.3	1609.9	1192.22	1054.29	3007.59	846.614	1093.75	2410.48	3106.48	4652.79	1117.61	2809.1
IL5	6.61825	11.6119	9.69458	18.7116	11.3691	35.0736	159.955	28.0728	86.1697	34.7039	8.1695	13.8149	11.479	11.3283	48.5858	18.8379	15.9633	22.5392	12.5706	317.691	22.8151	13.259
IL5RA	122.289	101.543	197.234	42.9451	26.5887	63.9311	43.6207	32.2031	103.2	118.432	45.6795	44.2707	41.0237	36.1397	43.7397	22.0447	51.5829	55.8662	154.524	105.685	713.16	256.057
IL7	250.925	611.452	40.0906	41.5794	34.707	69.255	30.3254	68.388	43.1569	27.3943	24.7613	26.2285	51.3943	93.5035	133.487	79.2008	68.8808	143.507	55.5905	25.0301	18.1319	14.8919
IL7R	277.716	454.55	126.098	15195.2	19513.3	18085.9	1965.11	3066.25	507.16	2118.83	1159.34	341.629	163.305	5078.29	2163.37	85.5914	2156.18	7799.65	36.5611	325.729	358.084	742.672
IL9	60.0583	42.7062	16.7352	43.0656	31.3621	89.9001	6525.44	46.35	15.3743	47.4614	45.8169	31.828	15.7455	22.7463	28.8318	10.0708	31.5147	34.5558	4.12514	15.587	56.7921	24.3296
IRF8	9506.39	7886.09	218.314	350.349	279.688	45.4123	487.566	610.549	196.616	992.357	1625.38	2594.87	2458.71	1929.66	12117.9	3495.42	1652.36	2798.26	363.726	798.945	519.985	281.068
ITK	468.999	409.756	192.218	6471.89	9578.94	7704.63	3954.85	9006.84	7176.36	5787.06	3056.94	3981.74	124.101	115.022	90.2245	71.2657	102.08	166.178	1344.48	1083.59	654.698	380.47
KCNA3	306.276	411.387	1214.68	573.905	465.48	975.655	324.103	263.915	74.9929	440.651	411.394	577.173	143.553	102.942	129.913	20.6166	23.5447	24.0017	13.8169	18.0042	120.507	65.0352
KCNG2	12.531	21.6233	203.722	18.1524	7.92416	12.0781	12.531	13.0927	7.93358	7.28188	17.8817	15.8681	18.8429	21.2866	32.6523	15.9312	16.3577	15.5225	18.1724	21.5578	26.699	11.7052
KIAA0226L	7209.22	5267.69	147.381	41.6978	82.7923	64.877	50.3667	26.5348	87.2938	97.0527	54.3441	30.3631	176.396	104.6	210.47	711.669	61.8126	43.4273	108.407	90.2151	435.451	2046.3
KIAA0754	9.87055	7.16598	4.81803	23.1185	80.9645	7.8792	4.36618	76.1196	56.1673	60.2282	151.046	150.259	44.7905	7.81907	414.805	157.755	7.9526	4.64921	7.69025	54.6433	85.3978	7.87007
KIR2DL1	7.40644	5.15713	4.49318	8.01647	12.7924	6.33289	4.12623	6.19852	24.5539	24.1777	281.984	532.252	5.11644	4.75183	8.60384	8.52212	4.5319	7.02348	30.9029	25.6528	7.45318	12.3442
KIR2DL4	331.776	242.597	326.566	122.225	125.324	79.0053	62.5414	71.0029	119.611	247.045	602.973	1692.52	128.825	99.7435	300.013	75.0782	110.773	151.831	97.222	116.991	187.147	282.809
KIR2DS4	621.7	437.145	512.456	280.161	113.605	120.499	87.8165	129.462	189.826	544.822	1172.83	3017.55	129.085	114.125	136.085	62.9641	137.386	106.756	147.352	135.055	121.447	344.854
